productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
1485,ASUS ASUS Chromebook 12 Inches,Mineral Gray,"Integrated, Mali-G72 MP3",MediaTek MT8183,4 GB ,32 GB,Chrome OS,,278.97
1486,Microsoft Surface Laptop 15 Inches,Matte Black,"Integrated, AMD Radeon Vega 9",Ryzen 5 2600X,8 GB ,256 GB,Windows 10 Home,,799.00
1487,Dell G16 7620 Laptop 16 Inches,Black,"Integrated, NVIDIA GeForce RTX 3070",Core i9, 32 GB,1000 GB,Windows 11 Pro,,1887.62
1488,Gigabyte G5 GD-51US123SH 15.6 Inches,Black,Dedicated,Intel Mobile CPU, 16 GB,512 GB,Windows 10 Home,Anti-glare,698.25
1489,ASUS VivoBook S15 15.6 Inches,Indie Black,Intel Iris Xe Graphics,Intel Core i5-1135G7,8 GB,512 GB,Windows 10,Nanoedge Bezel,606.15
1490,Lenovo ThinkPad X13 Yoga Gen 3 13.3 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5, 16 GB,256 GB,Windows 11,Information Not Available,1601.99
1491,Dell Latitude Rugged 5420 Laptop 14 Inches,Black,AMD RADEON RX 540,Core i7,32 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,999.66
1492,DELL V7620 16 INCHES,BLACK,DEDICATED,CORE I7 FAMILY,16 GB ,512 GB,WINDOWS 11 PRO,BACKLIT KB,1161.11
1493,Dell Inspiron 15.6 Inches,Black,"Integrated, Intel HD Graphics 4400",Core i3,4 GB,500 GB,Windows 8.1,,259.00
1494,Mytrix ROG Zephyrus G15 3070 15.6 Inches,Dark grey,Integrated,4.6 GHz, 40 GB,2 TB,Windows 10,,2999.99
1495,DELL DELL LATITUDE 13.3 INCHES,,INTEGRATED,CORE I7,16 GB ,,WINDOWS 10 PRO,,1154.33
1496,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,16 GB ,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1672.99
1497,ASUS VIVOBOOK 15 15.6 INCHES,INDIE BLACK,INTEGRATED,RYZEN 5 / 4.3 GHZ, 8 GB,512 GB,WINDOWS 11 HOME,,699.99
1498,Dell Precision 3000 15.6 Inches,,"RTX A500, NVIDIA RTX A500",Core i7, 16 GB,512 GB,Windows 11,Microphone,1734.21
1499,Dell 13.3 Inches,,Integrated,Unknown, 8 GB,512 GB,Windows 11 Home,Backlit Keyboard,749.00
1500,Dell Precision 5570 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i9,64 GB,512 GB,Windows 11 Pro,,2699.00
1501,LENOVO THINKPAD X1 NANO GEN1 13 INCHES,BLACK PAINT,IRIS XE GRAPHICS,CORE I7 FAMILY,16 GB ,256 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1504.08
1502,SHOXLAB M17R3 17.3 Inches,Dark Side of the Moon with High Endurance Clear Coat and Silky Smooth Finish,"Dedicated, GeForce RTX 2060",Corei7-10750H,32 GB,1 TB,Windows 10,,2299.95
1503,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,32 GB,2000 GB,Windows 10 Home,Wifi & Bluetooth,796.78
1504,LG 17Z90R-K.AAB8U1 17 INCHES,BLACK,INTEGRATED,INTEL CORE I7, 16 GB,1 TB,WINDOWS 11 HOME,ANTI-GLARE,1399.99
1505,DELL PRECISION 7670 LAPTOP 16 INCHES,SILVER,"INTEGRATED, NVIDIA RTX A4500",CORE I7 / 3.4 GHZ,,512 GB,WINDOWS 11 PRO,,2939.99
1506,Dell Latitude 7340 Laptop 13.3 Inches,Black,Integrated,Core i7,32 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,1724.99
1507,Lenovo 15.6 Inches,Platinum Gray,Unknown,Core i3 / 2.2 GHz,8 GB,1 TB,Windows 10,,587.55
1508,DELL LATITUDE 5540 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,8 GB,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1373.99
1509,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5,16 GB ,1000 GB,Windows 10 Home,Wifi & Bluetooth,840.99
1510,Lenovo Lenovo Ideapad 11.6 Inches,,"Dedicated, AMD Radeon R5",AMD A Series / 1.8 GHz, 4 GB,,Chrome OS,,244.97
1511,ASUS ROG Flow Z13 13.4 Inches,Acronym,"Dedicated, NVIDIA GeForce RTX 4070",Core i9, 32 GB,1 TB,Windows 11 Pro,,2499.99
1512,Dell Latitude 5440 Laptop 14 Inches,Black,Integrated,Core i7,32 GB ,512 GB,Windows 11 Home,Wifi & Bluetooth,997.74
1513,HP HP VICTUS 15.6 INCHES,MICA SILVER,GEFORCE RTX 2050,RYZEN 5,16 GB,512 GB,WINDOWS 11 HOME,"144HZ REFRESH RATE, BACKLIT KEYBOARD",699.00
1514,ASUS VIVOBOOK 15.6 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 8 GB,256 GB,WINDOWS 10 HOME,"ANTI-GLARE,FINGERPRINT READER",460.00
1515,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 32 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,640.99
1516,DELL INSPIRON 16 16 INCHES,PLATINUM SILVER,DEDICATED,CORE I7 FAMILY,32 GB,1 TB,WINDOWS 11 HOME,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT",1439.00
1517,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,776.54
1518,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,1000.99
1519,ASUS EXPERTBOOK B9 14 INCHES,STAR BLACK,INTEGRATED,CORE I7 / 5.1 GHZ,16 GB,,WINDOWS 11 PRO,,1829.99
1520,MSI GL66 12UGKV 15.6 INCHES,CORE BLACK,DEDICATED,CORE I7 11800H, 64 GB,2 TB,WINDOWS 11 PRO,"HD AUDIO, BACKLIT KEYBOARD, NUMERIC KEYPAD",1808.99
1521,Dell G15 5525 Laptop 15.6 Inches,Grey,"Dedicated, NVIDIA GeForce RTX 3060",AMD Ryzen 7, 16 GB,512 GB,Windows 11 Pro,,1303.23
1522,Dell Precision 7000 17.3 Inches,Gray,RTX A3000,Core i7 Family, 32 GB,512 GB,Windows 10 Pro,Anti-glare Screen,1245.49
1523,DELL XPS 9520 LAPTOP 15.6 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 3050,CORE I7 / 3.5 GHZ,,1000 GB,WINDOWS 10 PRO,,1693.99
1524,DELL LATITUDE 9000 14 INCHES,GRAPHITE,IRIS XE GRAPHICS,CORE I7,16 GB,512 GB,WINDOWS 10 PRO,"CORNING GORILLA GLASS 6, ANTI-REFLECTION, ANTI-SMUDGE",2150.88
1525,DELL PRECISION 3580 LAPTOP 15.6 INCHES,SILVER,NVIDIA GEFORCE RTX A500,CORE I5, 16 GB,256 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1660.99
1526,DELL DELL LATITUDE 3420 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520",UNKNOWN,16 GB,512 GB,WINDOWS 10 PRO,,285.98
1527,ACER 15.6 INCHES,,DEDICATED,UNKNOWN,8 GB,256 GB,WINDOWS 11 HOME,,519.00
1528,HP HP PROBOOK 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 3000",CORE I5 / 2.5 GHZ, 4 GB,320 GB,WINDOWS 7 PROFESSIONAL,,124.00
1529,HP 15.6 INCHES,,INTEGRATED,UNKNOWN,32 GB,,WINDOWS 10 PRO,,2699.00
1530,Dell Latitude 7320 Laptop 13.3 Inches,Black,Integrated,Core i5, 16 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,899.99
1531,DELL VOSTRO 7620 LAPTOP 16 INCHES,BLACK,NVIDIA GEFORCE RTX 3050,CORE I7,16 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1161.11
1532,Dell G15 5525 Laptop 15.6 Inches,Grey,"Dedicated, NVIDIA GeForce RTX 3050 Ti",AMD Ryzen 7, 32 GB,2000 GB,Windows 11 Home,,1409.99
1533,Carlisle FoodService Products ASUS VivoBook L203 11.6 Inches,Black,"Integrated, Intel UHD Graphics 600",Celeron N4000, 4 GB,64 GB,Windows 10 S,,134.90
1534,Dell XPS 9510 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 3050 Ti,Core i7, 16 GB,8000 GB,Windows 10 Home,Wifi & Bluetooth,4000.07
1535,HP ELITEBOOK 840 14 INCHES,SILVER,INTEGRATED,CORE I5 6200U,16 GB ,256 GB,WINDOWS 10 PRO,ANTI GLARE COATING,1000.00
1536,DELL INSPIRON 5620 LAPTOP 16 INCHES,"GRAY, PLATINUM SILVER","INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5,64 GB ,4000 GB,WINDOWS 10 PRO,,1227.99
1537,LG GRAM 16 2-IN-1 16 INCHES,SILVER,INTEGRATED,CORE I7 FAMILY, 16 GB,4 TB,WINDOWS 11 PRO,"HD AUDIO, BACKLIT KEYBOARD, MEMORY CARD SLOT, NUMERIC KEYPAD",1919.00
1538,Lenovo ThinkBook 14 G4 IAP 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5,16 GB ,256 GB,Windows 11,Anti-glare Screen,965.99
1539,Dell 14 Inches,Green,"Integrated, Intel UHD Graphics",Ryzen 7,16 GB ,512 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",799.99
1540,Dell DELL MARKETING L.P. 12.5 Inches,Gray,"Integrated, integrated_graphics",2.5 GHz,4 GB,500 GB,Windows 10 Pro,,715.98
1541,HP EliteBook 830 G9 13.3 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5,16 GB ,256 GB,Windows 11 Pro,Anti-glare Screen,1863.52
1542,acer 15.6 Inches,,Unknown,Unknown, 32 GB,,,,1049.99
1543,HP 16 Inches,,"Integrated, Intel HD Graphics 520",Core i7,32 GB,1 TB,Windows 11 Pro,,2592.06
1544,ACER SWIFT GO 14 14 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",INTEL CORE I5, 8 GB,512 GB,WINDOWS 11 HOME,"FINGERPRINT READER, BACKLIT KEYBOARD",799.99
1545,Lenovo 20UXS06900 13.3 Inches,,"Integrated, AMD Radeon Graphics",Athlon,4 GB,32 GB,Chrome OS,"Anti-glare,Narrow Bezel,Pen",245.00
1546,DELL LATITUDE 3440 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I5,16 GB ,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,871.03
1547,LENOVO LENOVO THINKPAD 14 INCHES,,"INTEGRATED, AMD RADEON GRAPHICS 5",2.1 GHZ, 8 GB,256 GB,WINDOWS 10 PRO,,616.99
1548,ASUS TUF DASH 15 15.6 INCHES,ECLIPSE GRAY,DEDICATED,CORE I7 FAMILY,16 GB,1 TB,WINDOWS 10 HOME,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING",1179.00
1549,LENOVO IDEAPAD 15.6 INCHES,ONYX BLACK,INTEGRATED,INTEL CORE I3, 8 GB,128 GB,WINDOWS 10,ANTI-GLARE,499.99
1550,MSI KATANA 15 B13VGK-484US 15.6 INCHES,,"RTX 4070, NVIDIA GEFORCE RTX 4070",CORE I7,16 GB,1 TB,WINDOWS 11 HOME,ANTI GLARE COATING,1429.00
1551,MSI GE76238 17.3 Inches,Titanium Blue,"Integrated, NVIDIA GeForce RTX 3070",Core i7, 32 GB,32 GB,Windows 10 Home,,4299.00
1552,DELL LATITUDE 7320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I5,8 GB,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,1217.99
1553,Dell Dell Inspiron 14 Inches,Silver,Integrated,Core i7,16 GB,256 GB,Windows 10,Backlit Kb,988.99
1554,DELL DELL INSPIRON 14 5000 5406 14 INCHES,DUNE,INTEGRATED,CORE I5,8 GB ,256 GB,WINDOWS 10,"BACKLIT KEYBOARD,FINGERPRINT",699.00
1555,SAMSUNG Galaxy Book3 Pro 14 Inches,Graphite,Unknown,Unknown,,,,,1199.00
1556,Dell Latitude 15.6 Inches,,"Integrated, Intel",Core i7,8 GB ,256 GB,Windows 11 Pro,Anti-glare Screen,901.85
1557,ASUS ASUS VivoBook 15.6 Inches,Silver,Dedicated,Core i5 Family,8 GB,512 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader,Full Hd Anti-glare",1199.00
1558,acer C732-C6WU 11.6 Inches,Grey,Integrated,Celeron N3350, 4 GB,32 GB,Chrome OS,Memory Card Slot,334.99
1559,HP Elitebook 840 G3 14 Inches,Silver,Integrated,Athlon,8 GB,256 GB,Windows 10 Pro,Speakers,159.99
1560,HP 15.6 Inches,,Unknown,Unknown,,,,Backlit Keyboard,949.31
1561,ASUS ASUS TUF Dash 15 15.6 Inches,Eclipse Gray,Dedicated,Core i7 Family,12 GB ,1 TB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",1159.00
1562,LENOVO THINKPAD X1 CARBON GEN 11 LAPTOP PC 14 INCHES,TOUCHSCREEN,"INTEGRATED, INTEL IRIS",CORE I7 FAMILY,32 GB,1 TB,WINDOWS 11 PRO,,1949.99
1563,Dell Precision 3000 15.6 Inches,Titan Gray,GT2 Graphics,Core i5,16 GB ,256 GB,Windows 10 Pro,Anti-glare Screen,1526.31
1564,Lenovo Lenovo Thinkpad 13.3 Inches,,"Integrated, Intel UHD Graphics",Core i7 / 1.8 GHz,16 GB,512 GB,Windows 10 Pro,,1799.00
1565,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i5,4 GB ,256 GB,Windows 11 Home,Wifi & Bluetooth,691.99
1566,HP EliteBook 865 G9 16 Inches,,"Radeon 680M Graphics, AMD Radeon 680M Graphics",Ryzen 7,16 GB ,256 GB,Windows 11 Pro,Anti-glare Screen,1646.99
1567,DELL LATITUDE 5340 LAPTOP 13.3 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5 / 3.5 GHZ,,256 GB,WINDOWS 11 PRO,,1052.58
1568,HP ProBook x360 11.6 Inches,,"UHD Graphics, Intel UHD Graphics",Celeron / 2.8 GHz, 4 GB,,Windows 11 Pro,Information Not Available,401.99
1569,DELL INSPIRON 3502 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CELERON,12 GB ,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,853.82
1570,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,8 GB,4000 GB,Windows 10 Home,Wifi & Bluetooth,910.99
1571,ASUS ASUS Rog Strix 15.6 Inches,Electro Punk,Dedicated,Corei7-10750H, 8 GB,512 GB,Windows 10,Rgb Backlit Keyboard,979.00
1572,APPLE MACBOOK PRO 13.3 INCHES,SPACE GRAY,INTEGRATED,UNKNOWN, 16 GB,,MAC OS,,911.00
1573,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,1672.99
1574,Dell Inspiron 15.6 Inches,Black,"Integrated, Intel UHD Graphics",Core i5 Family, 32 GB,512 GB,Windows 11 Home,,602.00
1575,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,32 GB ,2000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2020.99
1576,Dell XPS 9320 Laptop 13.4 Inches,Silver,"Integrated, Intel Integrated Graphics",Core i7,16 GB,512 GB,Windows 11 Pro,,1273.99
1577,DELL ALIENWARE X17 R2 LAPTOP 17.3 INCHES,LUNAR LIGHT,NVIDIA GEFORCE RTX 3080 TI,CORE I9, 64 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3196.99
1578,Dell Dell Latitude 15.6 Inches,,"Integrated, Inter Core i7-8650U",Intel Core 2 Quad,16 GB,256 GB,Windows 10,Keyboard,399.00
1579,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i5,16 GB ,512 GB,Windows 11 Pro,Wifi & Bluetooth,740.99
1580,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5,8 GB ,256 GB,Windows 10 Home,Wifi & Bluetooth,765.75
1581,Dell 17.3 Inches,,"Dedicated, NVIDIA GeForce RTX A4500",Intel Core i9 / 5 GHz,32 GB ,1 TB,Windows 11 Pro,Anti-glare,3298.00
1582,HP 17-BY4013DX 15.6 INCHES,,"INTEGRATED, AMD RADEON GRAPHICS",ATHLON SILVER 3050U, 8 GB,256 GB,WINDOWS 11 HOME,,378.00
1583,RAZER BLADE 17 17.3 INCHES,BLACK,RTX 3080 TI,INTEL CORE I9 / 5 GHZ,32 GB,1 TB,WINDOWS 11,,5599.00
1584,ASUS CXB170CK 17.3 Inches,Silver,Integrated,Celeron,4 GB,64 GB,Chrome OS,Anti-glare,247.36
1585,ROKC 14 Inches,Blue,"Integrated, Intel",Intel Core i7 / 1.2 GHz,8 GB ,1000 GB,Windows 11,,589.99
1586,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,32 GB ,8000 GB,Windows 10 Home,Wifi & Bluetooth,1847.31
1587,LENOVO THINKPAD P16 GEN 1 16 INCHES,BLACK,INTEGRATED,CORE I7 FAMILY,16 GB ,512 GB,WINDOWS 11 PRO,BACKLIT KEYBOARD,1499.00
1588,DELL DELL INSPIRON 15.6 INCHES,BLACK,"INTEGRATED, INTEL IRIS XE GRAPHICS",INTEL CORE I5,32 GB,256 GB,WINDOWS 10 HOME,,745.99
1589,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,32 GB,4000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2102.99
1590,Dell G16 7620 Laptop 16 Inches,Black,Nvidia GeForce RTX 3050 Ti,Core i7,16 GB ,512 GB,Windows 11 Home,Wifi & Bluetooth,1210.99
1591,Dell Alienware m18 Laptop 18 Inches,Black,"Integrated, NVIDIA GeForce RTX 4080",Core i9,64 GB,2000 GB,Windows 11 Pro,,3416.35
1592,Lenovo ThinkPad T14 Gen 3 14 Inches,Black,Iris Xe Graphics,Core i5,16 GB,512 GB,Windows 11,Anti-glare Screen,1467.99
1593,HP 15.6 INCHES,SILVER,"INTEGRATED, INTEL",INTEL CORE I5,64 GB ,1000 GB,WINDOWS 11 PRO,BACKLIT KEYBOARD,999.99
1594,Dell Alienware m18 Ryzen Edition Laptop 18 Inches,Black,Nvidia GeForce RTX 4090,AMD Ryzen 7,64 GB,4000 GB,Windows 11 Pro,Wifi & Bluetooth,3600.31
1595,DELL LATITUDE 5530 LAPTOP 15.6 INCHES,BLACK,DEDICATED,CORE I5,4 GB,128 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1898.56
1596,Dell Latitude 5440 14 Inches,,Integrated,Intel Core i7 / 5 GHz, 32 GB,512 GB,Windows 11 Pro,,997.74
1597,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB ,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,784.64
1598,LENOVO THINKBOOK 14 G4 ABA 14 INCHES,,"RADEON GRAPHICS, AMD RADEON GRAPHICS",RYZEN 5, 16 GB,256 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,849.00
1599,HP ELITEBOOK 860 G9 16 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I5,16 GB,256 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1764.96
1600,LENOVO 11.6 INCHES,,"INTEGRATED, AMD RADEON R5",AMD A4 / 9120 GHZ, 4 GB,32 GB,CHROME OS,HD AUDIO,199.99
1601,HP HP NOTEBOOK 15-DY1731MS 15.6 INCHES,SILVER,INTEGRATED,INTEL CORE I3, 8 GB,128 GB,WINDOWS 10,STEREO SPEAKERS,377.00
1602,"LENOVO LENOVO IDEAPAD GAMING 3I 15"" 15.6 INCHES",GRAY,DEDICATED,CORE I7,8 GB,512 GB,WINDOWS 11 HOME,ANTI GLARE COATING,934.00
1603,Dell Inspiron 5410 2-in-1 14 Inches,"Grey, Platinum Silver",Integrated,Core i5,8 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,841.21
1604,Dell Precision 5760 Laptop 17 Inches,Silver,Nvidia RTX A3000,Intel Xeon, 32 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,2785.99
1605,DELL I3500-7722BLK-PUS 15.6 INCHES,BLACK,NVIDIA GEFORCE RTX2060,COREI7-10750H, 16 GB,512 GB,WINDOWS 10 HOME,ANTI-GLARE,1699.00
1606,LG 16Z90R-N.APC5U1 16 INCHES,CHARCOAL GRAY,"INTEGRATED, INTEL HD GRAPHICS 520",CORE I5,8 GB,512 GB,WINDOWS 11 PRO,,978.99
1607,"HP 2023 NEWEST HP 14"" CHROMEBOOK 14 INCHES",MODERN GRAY,"INTEGRATED, INTEL UHD GRAPHICS 600",CELERON N, 4 GB,64 GB,CHROME OS,,225.00
1608,ACER SFX16-52G-73U6 16 INCHES,GRAY,DEDICATED,CORE I7 / 4.7 GHZ, 16 GB,512 GB,WINDOWS 11 HOME,,1249.00
1609,HP HP Omen 15.6 Inches,Black,"Dedicated, NVIDIA GeForce GTX 1060",Unknown,16 GB,1 TB,Windows 10,Backlit Keyboard,1299.00
1610,MSI Creator 15 A11UH-631 15.6 Inches,Black,Dedicated,Core i7, 16 GB,1 TB,Windows 10,Thin Bezel,1399.00
1611,MSI CREATORZ17046 17 Inches,Gray,"Integrated, NVIDIA GeForce RTX 3080 Ti",Core i9,32 GB ,2 TB,Windows 11 Pro,,5499.00
1612,LENOVO 12.5 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520","2.5, 3.1 GHZ", 8 GB,128 GB,WINDOWS 10 HOME,FINGERPRINT READER,419.00
1613,acer E5-575 15.6 Inches,Obsidian Black,"Integrated, Intel HD Graphics 620",Core i3,4 GB,1000 GB,Windows 10,,449.99
1614,Dell Latitude 7440 Laptop 14 Inches,Black,"Integrated, Intel Integrated Graphics",Core i5,16 GB,1000 GB,Windows 11 Pro,,1264.99
1615,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB ,2000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1865.99
1616,ASUS Vivobook Pro 15 15.6 Inches,Quiet Blue,"Dedicated, NVIDIA GeForce RTX 4060",Ryzen 9, 32 GB,1 TB,Windows 11 Home,,1399.99
1617,Dell XPS 9315 Laptop 13.4 Inches,Platinum Silver,"Integrated, Intel Integrated Graphics",Core i5, 8 GB,512 GB,Windows 11 Home,,1069.81
1618,LG 16Z90P-K.AAB9U1 16 INCHES,BLACK,INTEGRATED,CORE I7 FAMILY,16 GB ,1 TB,WINDOWS 11,ALEXA,1546.84
1619,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i5, 16 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,719.99
1620,Alienware Alienware m15 15.6 Inches,Silver,"Dedicated, NVIDIA GeForce GTX 1660",Core i7 Family,16 GB ,512 GB,Windows 10 Home,,1199.95
1621,DELL LATITUDE 7330 LAPTOP 13.3 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7, 16 GB,512 GB,WINDOWS 10 HOME,,1099.99
1622,Dell Latitude 5320 2-in-1 13.3 Inches,Black,Integrated,Core i7,32 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,1621.99
1623,DELL Inspiron 15.6 Inches,Black,Integrated,Intel Core i7,32 GB,1000 GB,Windows 11,"Memory Card Slot, Numeric Keypad",949.99
1624,Dell Dell Inspiron 11.6 Inches,Gray,"Dedicated, AMD Radeon R4",AMD A Series, 4 GB,32 GB,Windows 10,,289.00
1625,DELL LATITUDE 7320 LAPTOP 13.3 INCHES,,INTEGRATED,CORE I5,16 GB,512 GB,WINDOWS 10 HOME,,807.99
1626,ASUS PROART STUDIOBOOK 17 17 INCHES,STAR GRAY,RTX 2060,INTEL CORE I7,32 GB,512 GB,WINDOWS 10 PRO,NANOEDGE BEZEL,2799.00
1627,DELL XPS 9720 LAPTOP 17 INCHES,PLATINUM SILVER,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7, 32 GB,1000 GB,WINDOWS 11 HOME,,1589.00
1628,ACER 15.6 INCHES,,UNKNOWN,UNKNOWN,64 GB,,,,1319.99
1629,DELL DELL LATITUDE 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520",2.4 GHZ,8 GB,,WINDOWS 10 PRO,,138.99
1630,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 32 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,734.99
1631,HP 1FX81UT#ABA 11.6 INCHES,INFORMATION NOT AVAILABLE,"INTEGRATED, INTEL HD GRAPHICS 400",8032,2 GB,,UNKNOWN,ALCOHOL-FREE,228.00
1632,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,931.30
1633,DELL XPS 9320 LAPTOP 13.4 INCHES,"GRAY, SILVER","INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7, 32 GB,512 GB,WINDOWS 11 PRO,,1537.99
1634,HP CHROMEBOOK 14A-NA0226NR 14 INCHES,MINERAL SILVER,INTEGRATED,CELERON,4 GB,64,CHROME OS,ANTI-GLARE,249.00
1635,Dell Dell Latitude 15.6 Inches,,"Integrated, Intel UHD Graphics 620",Core i5 / 1.6 GHz,8 GB,,Windows 10 Pro,,210.00
1636,RAZER BLADE 16 16 INCHES,MERCURY,DEDICATED,INTEL CORE I9,32 GB ,1 TB,WINDOWS 11,,3611.89
1637,HP hp 15 pentium 15.6 Inches,Black,Integrated,Pentium N3540, 4 GB,500 GB,Windows 10,Numeric Keypad,449.99
1638,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,1046.99
1639,Dell XPS 9305 Laptop 13.3 Inches,Platinum Silver,Integrated,Core i5, 8 GB,256 GB,Windows 10 Pro,Wifi & Bluetooth,951.99
1640,DELL XPS 9320 LAPTOP 13.4 INCHES,GRAY,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7, 32 GB,1000 GB,WINDOWS 11 PRO,,1895.92
1641,Dell Dell Latitude 9420 14 Inches,Silver,"Integrated, Intel Iris Xe Graphics",Core i7, 16 GB,256 GB,Windows 10 Pro,,779.62
1642,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,586.96
1643,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,,UNKNOWN,CORE I5,,2000 GB,WINDOWS 10 HOME,,999.99
1644,ACER SF714-51T-M9H0 14 INCHES,OBSIDIAN BLACK,"INTEGRATED, INTEL HD GRAPHICS 615",CORE I7,8 GB ,256 GB,WINDOWS 10 HOME,,1518.88
1645,Dell Latitude Rugged 5430 Laptop 14 Inches,Silver,"Integrated, Intel Integrated Graphics",Core i5,16 GB,512 GB,Windows 11 Pro,,1354.99
