AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
16-25,male,0-9y,university,middle class,0.466522539,before 2015,False,True,12000.0,0,0,0,True,Never
26-39,male,10-19y,none,poverty,,before 2015,False,True,13000.0,1,0,0,False,Never
40-64,female,20-29y,university,upper class,,before 2015,True,True,11000.0,3,1,0,False,Never
40-64,male,20-29y,university,upper class,0.721640291,after 2015,True,True,11000.0,2,0,5,False,Often
65+,female,20-29y,none,upper class,0.691636123,before 2015,False,True,10000.0,4,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.53506472,after 2015,True,True,,1,0,4,False,Often
40-64,male,20-29y,high school,upper class,0.675429402,after 2015,True,True,8000.0,1,2,5,False,Often
40-64,male,20-29y,none,middle class,0.465411594,before 2015,False,True,14000.0,3,0,1,False,Rarely
40-64,male,0-9y,high school,middle class,0.456413248,before 2015,True,True,12000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.67864036,after 2015,False,True,6000.0,2,1,2,False,Rarely
16-25,female,0-9y,high school,poverty,0.159249816,before 2015,False,False,13000.0,0,0,0,True,Never
26-39,male,10-19y,none,working class,0.445853752,before 2015,False,False,16000.0,1,0,0,False,Never
65+,female,30y+,university,upper class,0.566238571,before 2015,False,True,11000.0,7,1,2,False,Rarely
40-64,male,20-29y,university,upper class,0.681724827,after 2015,False,True,10000.0,2,1,3,False,Often
40-64,female,20-29y,none,poverty,,before 2015,True,True,7000.0,0,0,2,False,Rarely
65+,male,30y+,university,upper class,0.487712875,after 2015,False,True,10000.0,9,3,2,False,Rarely
40-64,male,20-29y,high school,upper class,0.827209602,before 2015,True,True,9000.0,8,1,2,False,Rarely
40-64,male,20-29y,university,poverty,0.271257584,before 2015,False,True,14000.0,8,1,3,False,Often
16-25,female,0-9y,none,poverty,0.326360556,before 2015,False,False,,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.496375942,before 2015,True,True,,2,0,1,False,Rarely
40-64,male,20-29y,high school,upper class,0.649836556,before 2015,False,True,10000.0,1,2,4,False,Often
65+,female,30y+,university,upper class,0.606133568,before 2015,True,False,10000.0,7,0,1,False,Rarely
26-39,male,0-9y,high school,poverty,0.446111965,before 2015,False,False,14000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.632491735,before 2015,False,True,13000.0,10,0,2,False,Rarely
26-39,female,10-19y,university,middle class,0.390975085,before 2015,False,True,9000.0,2,0,0,True,Never
16-25,female,0-9y,university,middle class,0.441195993,before 2015,False,False,10000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,0.746942518,before 2015,True,False,10000.0,3,0,0,False,Never
26-39,female,10-19y,high school,working class,0.329006998,before 2015,True,False,13000.0,4,0,1,False,Rarely
65+,male,30y+,university,upper class,0.621552006,after 2015,True,True,8000.0,10,0,2,False,Rarely
65+,male,30y+,university,upper class,0.659756271,before 2015,True,True,3000.0,14,0,3,False,Often
65+,male,30y+,high school,upper class,,after 2015,True,True,9000.0,5,2,4,False,Often
40-64,male,20-29y,university,middle class,0.513192934,before 2015,True,True,5000.0,7,1,2,False,Rarely
65+,male,20-29y,university,upper class,0.719861972,after 2015,True,True,13000.0,3,0,1,False,Rarely
16-25,male,0-9y,none,poverty,0.319027963,before 2015,False,True,,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.611480687,after 2015,False,True,14000.0,1,1,1,True,Rarely
26-39,female,0-9y,high school,middle class,0.572304266,after 2015,False,True,14000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.259410943,before 2015,False,False,0.0,0,0,0,False,Never
16-25,male,0-9y,none,poverty,0.38298537,before 2015,False,False,14000.0,0,0,0,True,Never
26-39,female,10-19y,high school,working class,0.356223269,before 2015,False,True,13000.0,0,0,0,False,Never
26-39,male,10-19y,high school,middle class,0.488869349,after 2015,False,True,12000.0,2,0,0,False,Never
65+,female,30y+,university,upper class,0.661636238,before 2015,True,True,13000.0,3,1,2,False,Rarely
40-64,female,10-19y,university,upper class,0.600084279,before 2015,True,True,13000.0,1,0,1,False,Rarely
65+,female,30y+,high school,upper class,0.631716249,before 2015,True,True,9000.0,4,0,3,False,Often
65+,female,30y+,university,upper class,0.504443347,before 2015,True,True,8000.0,3,2,3,False,Often
16-25,female,0-9y,high school,working class,0.59933375,before 2015,False,True,6000.0,0,0,0,True,Never
26-39,male,10-19y,university,middle class,0.394629255,before 2015,False,True,11000.0,2,0,3,False,Often
16-25,male,0-9y,high school,poverty,0.238728469,before 2015,False,False,14000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.402268127,before 2015,True,False,11000.0,0,0,0,False,Never
16-25,male,0-9y,none,poverty,0.473088768,before 2015,False,False,13000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.198663667,after 2015,True,True,,0,0,0,False,Never
40-64,female,0-9y,high school,poverty,0.41263478,before 2015,True,True,9000.0,0,0,0,False,Never
40-64,male,20-29y,university,middle class,0.577135942,before 2015,True,True,7000.0,4,0,3,False,Often
16-25,male,0-9y,university,middle class,0.542176692,before 2015,False,True,7000.0,0,0,0,False,Never
26-39,male,0-9y,none,poverty,0.43440168,before 2015,False,False,15000.0,0,0,0,True,Never
16-25,male,0-9y,none,poverty,0.265255675,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,male,10-19y,university,middle class,0.516384473,before 2015,False,True,,4,0,0,False,Never
26-39,male,10-19y,university,middle class,0.389788399,after 2015,False,True,15000.0,0,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.489052065,before 2015,True,True,11000.0,0,0,1,False,Rarely
40-64,female,20-29y,university,middle class,0.693949244,before 2015,True,True,10000.0,1,0,3,False,Often
65+,female,20-29y,university,upper class,0.667276729,before 2015,True,True,,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,,before 2015,False,True,,0,0,0,True,Never
40-64,male,20-29y,university,middle class,,before 2015,True,True,6000.0,4,0,3,False,Often
26-39,female,0-9y,high school,upper class,0.653665543,before 2015,True,False,11000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.50115799,before 2015,True,True,12000.0,7,1,4,False,Often
40-64,male,20-29y,university,upper class,0.659525491,after 2015,False,True,16000.0,4,0,2,False,Rarely
16-25,female,0-9y,university,working class,0.480319408,before 2015,False,True,12000.0,0,0,0,False,Never
16-25,male,0-9y,high school,upper class,0.445360862,before 2015,False,False,14000.0,0,0,0,True,Never
16-25,male,0-9y,university,working class,0.206012851,before 2015,False,True,11000.0,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.585131298,before 2015,True,True,4000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.547471756,before 2015,False,False,14000.0,0,0,0,True,Never
65+,male,0-9y,university,upper class,0.65375394,before 2015,True,True,12000.0,0,0,0,False,Never
40-64,male,10-19y,university,upper class,0.528295965,after 2015,False,True,12000.0,1,0,4,False,Often
65+,male,10-19y,university,upper class,0.633125378,before 2015,True,True,9000.0,4,1,3,False,Often
26-39,male,10-19y,high school,working class,0.283549998,before 2015,True,False,11000.0,4,0,0,False,Never
26-39,female,0-9y,high school,middle class,0.516846504,before 2015,False,False,9000.0,0,0,0,True,Never
65+,male,10-19y,university,upper class,0.652873084,before 2015,True,True,12000.0,0,0,2,True,Rarely
26-39,male,0-9y,university,upper class,0.530523292,after 2015,True,False,,0,0,0,False,Never
40-64,female,20-29y,high school,working class,,after 2015,True,True,12000.0,2,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.510664478,before 2015,True,True,12000.0,2,0,3,False,Often
40-64,female,20-29y,university,upper class,0.667090692,after 2015,True,True,7000.0,4,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.607643103,after 2015,True,True,14000.0,1,0,1,False,Rarely
16-25,female,0-9y,none,poverty,0.276736342,after 2015,False,False,18000.0,0,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.317181576,before 2015,False,True,15000.0,0,0,2,False,Rarely
26-39,male,10-19y,high school,poverty,,before 2015,False,False,0.0,1,0,2,True,Rarely
16-25,male,0-9y,high school,middle class,,after 2015,True,False,11000.0,0,0,0,False,Never
65+,female,20-29y,university,upper class,0.560429208,after 2015,True,True,9000.0,0,1,0,False,Never
40-64,male,20-29y,university,upper class,0.417616753,after 2015,True,True,9000.0,2,1,3,False,Often
16-25,male,0-9y,high school,working class,0.343098645,before 2015,True,True,10000.0,0,0,0,True,Never
26-39,female,0-9y,university,upper class,0.764132917,before 2015,True,True,12000.0,0,0,0,False,Never
16-25,female,0-9y,university,working class,0.248631563,before 2015,False,False,11000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.556616157,before 2015,True,True,12000.0,1,0,4,False,Often
26-39,female,10-19y,high school,middle class,0.453573258,after 2015,True,True,9000.0,1,0,2,False,Rarely
40-64,female,20-29y,none,working class,0.376360933,before 2015,False,False,15000.0,0,0,0,False,Never
40-64,female,10-19y,none,working class,,before 2015,False,True,11000.0,0,0,1,False,Rarely
65+,female,30y+,none,working class,0.442273718,before 2015,True,True,7000.0,1,1,0,False,Never
26-39,male,10-19y,high school,upper class,0.872881146,after 2015,True,True,,1,1,3,False,Often
65+,female,10-19y,none,working class,0.443804732,before 2015,True,True,13000.0,1,0,0,False,Never
65+,male,0-9y,high school,upper class,0.678236841,after 2015,True,True,10000.0,0,0,0,False,Never
16-25,male,0-9y,none,working class,0.335178252,before 2015,False,True,12000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.411157756,before 2015,False,False,15000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.586273982,after 2015,True,True,11000.0,3,1,5,False,Often
40-64,male,0-9y,high school,upper class,0.553906061,after 2015,True,True,5000.0,0,0,0,False,Never
40-64,female,0-9y,high school,working class,0.413814252,before 2015,True,True,11000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.739736543,before 2015,True,True,9000.0,0,1,2,False,Rarely
40-64,female,20-29y,university,upper class,0.641485826,before 2015,True,True,10000.0,4,0,2,False,Rarely
16-25,male,0-9y,none,working class,0.397637756,before 2015,True,True,10000.0,0,0,0,True,Never
16-25,male,0-9y,none,poverty,0.386406619,before 2015,False,False,8000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.492577022,after 2015,True,True,13000.0,2,0,1,False,Rarely
40-64,female,10-19y,none,poverty,,before 2015,True,True,5000.0,2,0,0,True,Never
65+,female,0-9y,university,upper class,0.557374504,before 2015,True,True,7000.0,0,0,0,False,Never
65+,female,10-19y,none,middle class,,before 2015,False,False,,2,1,0,True,Never
26-39,female,10-19y,none,middle class,0.617751741,before 2015,True,True,9000.0,2,0,0,True,Never
65+,male,0-9y,university,upper class,0.562409023,before 2015,True,True,11000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,,before 2015,False,True,10000.0,0,0,1,False,Rarely
26-39,male,0-9y,university,upper class,0.480172196,before 2015,False,False,14000.0,0,0,0,True,Never
65+,male,10-19y,university,upper class,0.670621588,before 2015,True,True,9000.0,1,0,0,False,Never
26-39,male,10-19y,university,upper class,0.679193932,after 2015,True,True,7000.0,5,0,1,False,Rarely
40-64,male,20-29y,university,upper class,0.608174519,before 2015,False,True,10000.0,7,0,1,False,Rarely
65+,male,20-29y,high school,upper class,0.515019059,after 2015,True,True,11000.0,1,1,5,False,Often
40-64,female,20-29y,none,working class,0.674972869,before 2015,False,True,8000.0,4,0,0,True,Never
16-25,female,0-9y,high school,working class,0.291977658,before 2015,False,True,12000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.503587978,before 2015,False,False,11000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.247411045,before 2015,False,False,11000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.339641106,before 2015,True,True,9000.0,1,0,1,False,Rarely
40-64,female,20-29y,high school,middle class,0.576516534,before 2015,False,True,12000.0,3,1,2,False,Rarely
26-39,male,0-9y,high school,poverty,,before 2015,False,True,19000.0,0,0,0,True,Never
65+,female,30y+,high school,poverty,0.522022761,before 2015,False,True,14000.0,2,1,2,False,Rarely
65+,female,30y+,high school,upper class,0.520208574,before 2015,True,True,7000.0,4,0,3,False,Often
26-39,male,10-19y,university,middle class,0.573730083,before 2015,False,True,12000.0,1,0,1,False,Rarely
26-39,male,0-9y,none,working class,0.253474141,before 2015,False,True,11000.0,0,0,0,True,Never
16-25,female,0-9y,high school,working class,0.409513531,before 2015,False,False,17000.0,0,0,0,True,Never
16-25,male,0-9y,none,poverty,,before 2015,False,True,19000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.469634681,after 2015,False,True,11000.0,3,0,5,False,Often
26-39,male,10-19y,none,working class,0.377997809,before 2015,True,True,6000.0,0,0,4,True,Often
40-64,female,20-29y,high school,middle class,0.709246871,before 2015,True,True,8000.0,4,0,4,False,Often
26-39,male,10-19y,high school,upper class,0.704943376,after 2015,True,False,14000.0,1,1,3,False,Often
65+,female,0-9y,high school,upper class,0.508662163,after 2015,True,True,,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.475010498,after 2015,False,False,11000.0,0,0,0,False,Never
16-25,male,0-9y,none,poverty,0.187110162,before 2015,False,False,13000.0,0,0,0,True,Never
26-39,male,10-19y,high school,working class,0.514246991,before 2015,True,True,11000.0,4,2,0,True,Never
65+,male,0-9y,university,upper class,0.647924548,before 2015,True,True,10000.0,0,0,0,True,Never
26-39,male,0-9y,university,upper class,0.621474687,before 2015,True,False,15000.0,0,0,0,False,Never
40-64,male,10-19y,university,upper class,0.578130587,before 2015,False,True,14000.0,1,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.289787144,after 2015,False,False,13000.0,0,0,0,False,Never
16-25,female,0-9y,high school,middle class,,before 2015,False,False,13000.0,0,0,0,True,Never
65+,male,20-29y,high school,upper class,0.712321858,before 2015,False,True,13000.0,3,0,4,False,Often
16-25,female,0-9y,high school,upper class,0.712957938,after 2015,False,True,12000.0,0,0,0,False,Never
40-64,male,20-29y,university,middle class,0.6835623,after 2015,True,True,9000.0,2,0,5,False,Often
16-25,female,0-9y,high school,poverty,0.389381209,before 2015,False,True,,0,0,0,True,Never
40-64,female,0-9y,university,middle class,0.532743577,before 2015,True,True,16000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,,before 2015,True,True,10000.0,1,1,2,False,Rarely
26-39,female,10-19y,none,middle class,0.347140554,before 2015,False,True,10000.0,0,0,1,False,Rarely
40-64,female,20-29y,high school,middle class,0.59236351,before 2015,False,True,11000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,middle class,0.616426204,before 2015,True,True,11000.0,0,0,0,True,Never
65+,female,30y+,high school,upper class,0.63810042,before 2015,True,True,,2,1,4,False,Often
26-39,male,10-19y,high school,middle class,0.440903576,before 2015,False,True,16000.0,0,0,1,True,Rarely
26-39,female,10-19y,none,poverty,0.364990986,before 2015,False,False,,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.338768069,before 2015,False,False,14000.0,1,0,1,False,Rarely
26-39,female,10-19y,none,working class,0.616547809,after 2015,False,False,16000.0,2,1,0,False,Never
26-39,male,0-9y,high school,middle class,,after 2015,False,False,15000.0,0,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.271064215,after 2015,False,False,14000.0,0,0,4,False,Often
26-39,male,10-19y,none,working class,0.530064317,before 2015,False,False,,1,0,2,True,Rarely
65+,female,30y+,high school,upper class,0.555659816,before 2015,True,True,7000.0,1,0,1,False,Rarely
40-64,male,20-29y,university,middle class,0.533711419,before 2015,True,True,8000.0,2,0,3,False,Often
40-64,male,0-9y,high school,working class,0.431700412,before 2015,False,True,10000.0,0,0,0,True,Never
40-64,female,20-29y,high school,working class,0.546843044,before 2015,False,True,9000.0,3,0,2,False,Rarely
65+,male,10-19y,none,working class,0.615465698,after 2015,True,True,5000.0,2,0,0,False,Never
16-25,female,0-9y,high school,working class,0.434176849,before 2015,True,False,15000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.539244299,after 2015,True,True,15000.0,2,0,2,True,Rarely
